Date,Time,Source Port,Destination Port,Packet Length,Malware Indicators,Anomaly Scores,Alerts/Warnings,Proxy Information,Firewall Logs,IDS/IPS Alerts,Search Engine,OS,Packet Type_Data,Protocol_TCP,Protocol_UDP,Action Taken_Ignored,Action Taken_Logged,Severity Level_Low,Severity Level_Medium,Attack Type_Intrusion,Attack Type_Malware,Traffic Type_FTP,Traffic Type_HTTP,Log Source_Server
2021-11-18,18:46:15,44229,5250,1293,0.0,5.35,1.0,0,0.0,1.0,MSIE,Windows,1,1,0,0,0,0,0,1,0,0,1,1
2020-08-12,20:16:39,23118,2413,783,0.0,78.33,0.0,1,1.0,0.0,Safari,Windows,0,1,0,0,0,1,0,0,0,1,0,0
2021-11-07,01:06:23,56973,8428,767,1.0,83.51,1.0,1,1.0,1.0,Safari,Windows,1,0,1,1,0,0,0,0,1,1,0,0
2020-04-25,11:23:33,36509,59519,1399,0.0,49.51,0.0,1,0.0,1.0,MSIE,Windows,0,1,0,0,1,0,0,1,0,0,0,1
2021-03-08,21:25:57,45739,42622,405,1.0,44.1,1.0,0,0.0,1.0,Safari,macOS,0,0,0,1,0,1,0,0,1,1,0,1
2021-01-07,07:15:38,53655,60387,69,0.0,48.48,0.0,1,0.0,0.0,Chrome,Windows,0,0,1,0,1,0,0,0,0,1,0,1
2023-01-03,04:29:24,30849,23367,278,0.0,96.15,1.0,1,0.0,0.0,Firefox,Linux,1,0,1,1,0,1,0,0,0,0,0,0
2021-10-15,09:30:00,60258,52060,729,1.0,42.46,1.0,0,1.0,0.0,Chrome,Windows,0,1,0,0,0,0,1,0,0,0,0,1
2023-05-19,11:55:10,45916,28101,374,0.0,93.75,0.0,0,1.0,1.0,MSIE,Windows,1,0,1,1,0,1,0,0,1,0,1,1
2020-12-21,23:28:30,22329,61136,139,0.0,59.52,1.0,1,0.0,1.0,Chrome,Linux,1,1,0,0,0,1,0,0,0,1,0,0
2023-01-12,05:33:32,28992,55493,1457,0.0,81.49,1.0,0,0.0,0.0,Safari,Windows,1,0,0,0,1,0,0,0,0,0,0,0
2022-01-31,01:25:49,1200,22956,1229,0.0,58.0,1.0,0,0.0,1.0,Opera,Windows,1,1,0,0,1,0,1,0,1,1,0,0
2021-07-05,09:35:58,55024,6404,693,1.0,30.5,1.0,0,1.0,0.0,Chrome,Linux,0,0,1,1,0,0,0,0,0,1,0,0
2022-07-26,17:03:23,51976,59841,1160,0.0,82.99,1.0,0,1.0,1.0,MSIE,Windows,1,0,0,0,1,0,0,0,1,0,0,0
2023-04-18,18:52:27,59088,29901,1341,0.0,49.46,0.0,1,1.0,0.0,Opera,Linux,0,0,1,0,1,0,0,1,0,0,0,1
2021-04-11,12:21:33,44428,1673,941,0.0,48.46,1.0,0,0.0,1.0,MSIE,Windows,0,0,0,0,1,0,0,1,0,1,0,1
2020-10-21,23:24:39,52882,29921,377,1.0,52.76,1.0,0,0.0,1.0,MSIE,Windows,0,1,0,0,1,1,0,1,0,1,0,1
2022-03-25,09:56:51,24689,44868,483,1.0,96.0,1.0,1,0.0,0.0,Chrome,Linux,1,0,1,0,1,1,0,0,0,1,0,1
2022-09-08,18:41:07,56293,20087,92,1.0,26.0,0.0,0,0.0,0.0,Chrome,macOS,1,1,0,0,0,0,1,1,0,1,0,0
2021-11-18,06:13:49,44709,51557,816,1.0,88.56,1.0,1,0.0,1.0,Opera,Windows,1,0,0,1,0,1,0,1,0,0,1,1
2020-12-26,02:52:04,19859,50897,100,0.0,97.64,1.0,1,0.0,0.0,Safari,iOS,0,0,0,0,1,1,0,0,1,0,1,0
2023-01-21,06:33:29,19545,6018,265,0.0,50.58,1.0,0,0.0,1.0,Firefox,macOS,0,0,0,1,0,0,1,0,0,1,0,1
2020-11-08,00:09:49,16692,29099,434,1.0,95.03,1.0,0,1.0,1.0,Chrome,Linux,1,0,1,0,1,0,0,0,1,0,0,0
2023-07-12,18:07:35,14849,47004,1220,0.0,44.15,1.0,1,1.0,1.0,MSIE,Windows,0,1,0,0,0,1,0,0,0,0,1,1
2020-11-09,04:22:56,29232,9298,420,1.0,74.74,0.0,1,0.0,0.0,Chrome,Windows,1,0,0,1,0,0,1,1,0,0,1,0
2020-11-21,12:38:20,28680,20777,612,1.0,69.85,1.0,0,0.0,1.0,MSIE,Windows,0,0,1,0,1,1,0,1,0,0,1,1
2021-06-05,19:42:37,53464,35809,1194,0.0,97.65,1.0,0,1.0,0.0,Safari,iOS,0,0,1,1,0,0,1,0,1,0,0,0
2022-12-15,16:03:33,14765,33500,959,1.0,76.79,1.0,1,1.0,1.0,Chrome,Windows,1,1,0,1,0,0,0,0,1,0,1,1
2022-07-27,08:35:44,37264,28279,1048,1.0,66.03,0.0,1,1.0,1.0,Safari,Windows,0,0,1,1,0,1,0,0,1,1,0,1
2021-07-04,06:02:41,12511,19279,860,0.0,90.4,0.0,0,0.0,1.0,Safari,Windows,1,0,1,1,0,1,0,0,0,0,0,1
2020-12-09,15:30:25,16868,42274,222,1.0,42.24,0.0,1,0.0,1.0,Firefox,macOS,0,0,1,1,0,1,0,0,1,0,1,1
2020-09-15,06:28:30,57097,17765,671,1.0,83.86,0.0,1,1.0,1.0,Safari,macOS,0,1,0,1,0,0,0,0,0,0,1,0
2020-10-11,14:49:11,55118,41511,781,0.0,3.39,1.0,0,1.0,0.0,Opera,Linux,0,1,0,1,0,0,0,0,1,1,0,0
2020-12-08,09:09:59,56826,64363,1132,0.0,82.66,1.0,0,1.0,0.0,Chrome,Linux,0,1,0,1,0,0,1,0,0,0,1,0
2020-08-02,22:16:50,6859,43452,119,1.0,62.25,0.0,0,0.0,0.0,MSIE,Windows,1,1,0,1,0,0,0,0,0,0,1,0
2021-01-30,20:19:24,49859,15696,229,1.0,40.55,0.0,0,1.0,0.0,Opera,Linux,1,0,1,0,0,0,0,0,0,0,0,0
2023-05-06,16:22:21,3154,10174,494,1.0,82.06,1.0,0,0.0,0.0,MSIE,Windows,1,1,0,1,0,0,1,0,1,0,1,1
2022-12-15,08:33:41,27581,55690,405,1.0,50.8,0.0,0,0.0,0.0,MSIE,Windows,1,1,0,0,1,0,1,0,0,1,0,1
2023-01-12,02:38:21,57149,57845,851,0.0,30.48,1.0,0,0.0,0.0,Opera,Windows,1,0,0,1,0,0,0,0,1,1,0,0
2022-11-30,01:19:46,5502,23630,857,1.0,41.33,1.0,1,0.0,1.0,Opera,Linux,0,1,0,0,0,0,1,0,0,1,0,1
2021-07-24,08:46:11,52074,17745,528,1.0,36.06,0.0,0,1.0,1.0,Firefox,macOS,1,0,0,0,1,0,0,0,0,0,1,1
2020-04-02,11:19:31,39713,29330,845,1.0,88.93,1.0,1,1.0,1.0,Chrome,macOS,1,1,0,1,0,0,0,0,1,0,1,0
2023-09-14,10:30:22,64163,19612,90,0.0,73.06,0.0,0,1.0,0.0,Firefox,Android,1,0,1,0,0,0,1,1,0,0,0,0
2021-07-09,01:50:56,13303,1880,377,1.0,26.6,0.0,1,0.0,1.0,MSIE,Windows,1,0,0,0,1,1,0,0,0,0,1,0
2020-12-11,06:14:32,28104,61332,553,0.0,82.62,1.0,0,0.0,0.0,Chrome,macOS,1,1,0,0,0,0,0,0,0,0,1,0
2021-08-16,20:10:01,32635,20822,387,0.0,95.3,1.0,0,1.0,0.0,Safari,iOS,0,1,0,0,1,1,0,0,1,1,0,1
2022-09-29,14:20:48,26494,18769,608,1.0,70.69,1.0,0,1.0,0.0,MSIE,Windows,0,0,1,0,0,1,0,0,1,0,1,1
2021-02-28,21:15:33,57604,7734,243,0.0,89.22,0.0,1,0.0,0.0,Opera,Linux,0,1,0,0,1,1,0,0,0,0,1,0
2022-09-29,12:56:43,58236,2804,407,1.0,47.29,0.0,1,1.0,0.0,MSIE,Windows,0,0,0,1,0,0,0,1,0,1,0,0
2023-05-05,22:19:06,45669,42671,198,0.0,33.51,0.0,1,1.0,1.0,Safari,macOS,1,0,1,1,0,1,0,0,1,0,1,1
2020-02-13,05:46:53,39016,15325,191,0.0,85.5,1.0,1,1.0,1.0,Chrome,macOS,1,1,0,0,0,0,1,0,1,1,0,0
2022-03-30,09:34:33,5587,56222,1449,0.0,86.1,0.0,1,1.0,1.0,Chrome,Linux,0,1,0,1,0,0,1,1,0,1,0,1
2021-09-16,21:40:05,41127,23884,1040,0.0,42.78,1.0,0,0.0,1.0,Chrome,Linux,1,0,0,1,0,0,1,0,0,1,0,1
2021-08-15,22:53:15,54978,22343,241,1.0,62.58,0.0,1,1.0,1.0,Safari,Windows,1,0,0,0,0,0,0,0,0,1,0,0
2020-07-29,15:14:37,11640,63851,660,0.0,33.04,1.0,0,1.0,0.0,Opera,Linux,1,0,1,0,1,0,0,1,0,1,0,0
2021-08-17,10:56:12,42574,39613,988,1.0,70.21,1.0,1,1.0,1.0,Safari,macOS,1,0,1,1,0,0,0,1,0,1,0,1
2021-02-15,21:41:49,27642,44456,1015,0.0,99.37,0.0,1,0.0,1.0,Chrome,Windows,0,0,0,1,0,1,0,0,1,1,0,0
2020-03-11,12:10:56,45981,24427,221,1.0,12.22,1.0,1,1.0,1.0,Safari,iOS,0,0,1,1,0,0,0,1,0,1,0,0
2022-08-12,02:26:03,3099,37087,67,0.0,74.33,1.0,0,1.0,1.0,Chrome,Windows,0,0,0,1,0,0,0,0,0,1,0,0
2023-07-18,16:30:37,22395,45324,400,1.0,50.61,1.0,1,1.0,1.0,Opera,Windows,1,0,0,0,1,0,0,1,0,0,1,1
2021-08-02,09:52:00,2641,9394,1109,0.0,52.22,1.0,1,1.0,1.0,Opera,Linux,1,0,1,1,0,0,0,1,0,1,0,0
2022-03-06,22:38:47,30844,15524,665,1.0,20.21,0.0,0,1.0,1.0,Chrome,Linux,0,0,1,0,0,0,1,1,0,0,0,1
2021-05-16,08:26:46,23838,44717,391,0.0,29.12,1.0,0,1.0,0.0,Safari,iOS,0,0,0,1,0,0,1,0,1,0,1,1
2023-08-24,12:20:19,9246,24198,1480,1.0,19.94,0.0,0,1.0,1.0,Safari,Windows,1,0,1,0,1,1,0,0,1,1,0,1
2020-05-13,14:21:22,12847,29086,1319,0.0,97.53,0.0,0,1.0,1.0,Safari,iOS,1,0,1,0,1,1,0,0,0,0,0,0
2022-03-11,05:05:52,5429,58314,1041,0.0,8.24,1.0,1,0.0,0.0,Safari,iOS,0,1,0,1,0,1,0,0,0,0,1,1
2023-06-29,02:44:37,35267,20927,1298,1.0,22.14,1.0,1,0.0,1.0,Chrome,macOS,0,0,1,0,0,1,0,1,0,1,0,1
2020-03-23,03:52:03,17280,34326,551,1.0,39.57,0.0,1,1.0,0.0,Safari,iOS,0,0,0,0,0,1,0,0,1,1,0,0
2023-01-06,01:03:15,5326,3258,628,1.0,25.94,0.0,1,1.0,0.0,Opera,Linux,1,0,1,1,0,0,0,0,1,0,1,1
2020-02-20,06:34:13,11043,65454,1075,0.0,6.14,0.0,1,0.0,0.0,Safari,macOS,1,0,1,0,1,0,0,1,0,1,0,0
2021-10-08,23:51:54,63112,10313,680,1.0,80.95,0.0,1,0.0,0.0,Opera,Windows,1,0,0,0,1,0,1,0,1,0,0,0
2022-12-17,04:28:01,1255,36106,333,1.0,49.55,1.0,1,1.0,1.0,Firefox,Android,0,0,0,0,1,0,1,0,0,1,0,1
2020-09-26,12:27:00,56460,18891,276,1.0,87.88,1.0,1,1.0,1.0,Chrome,Linux,0,0,0,0,1,1,0,1,0,0,1,1
2022-07-29,21:33:09,7528,57480,1041,0.0,18.92,1.0,1,0.0,1.0,Opera,Windows,0,0,0,1,0,0,0,0,1,0,1,1
2020-09-19,07:21:09,5381,37357,1483,0.0,16.42,0.0,1,0.0,1.0,Chrome,Windows,1,0,0,0,0,1,0,1,0,0,1,1
2021-02-22,17:06:00,30774,44980,79,1.0,59.79,0.0,0,0.0,0.0,Chrome,Windows,1,0,1,1,0,0,1,0,0,0,1,0
2023-10-03,01:47:29,29044,63407,1407,1.0,43.84,0.0,1,0.0,1.0,MSIE,Windows,1,0,0,0,1,0,1,0,0,0,0,0
2022-03-24,16:53:23,38729,50362,349,0.0,54.67,1.0,1,1.0,0.0,Opera,Windows,1,0,1,1,0,0,1,1,0,0,1,1
2022-04-06,11:15:14,35313,14986,522,0.0,41.61,0.0,0,1.0,1.0,Safari,iOS,0,1,0,1,0,0,0,0,0,0,0,0
2021-03-21,03:27:00,18283,36368,769,1.0,88.19,0.0,0,1.0,1.0,Firefox,Linux,1,0,0,0,0,1,0,1,0,1,0,0
2022-01-01,23:22:59,11052,32584,80,0.0,82.82,0.0,1,1.0,1.0,Opera,Windows,1,0,0,1,0,0,0,0,1,0,1,0
2022-10-05,22:26:27,41589,62289,976,0.0,77.34,0.0,0,1.0,0.0,Opera,Windows,1,0,1,0,0,0,0,1,0,0,1,1
2020-08-26,20:05:44,10211,50157,1258,0.0,16.9,0.0,1,0.0,0.0,MSIE,Windows,0,1,0,1,0,1,0,0,1,1,0,1
2023-09-15,10:17:48,38697,62736,1054,0.0,14.57,0.0,1,1.0,1.0,MSIE,Windows,1,1,0,1,0,0,0,0,0,0,1,0
2023-02-17,11:17:10,46200,21904,727,0.0,99.06,1.0,0,1.0,0.0,Safari,iOS,1,1,0,1,0,1,0,0,1,0,0,0
2021-08-06,02:17:39,24240,26189,759,0.0,3.86,0.0,0,1.0,0.0,MSIE,Windows,1,0,0,0,1,1,0,0,1,0,1,0
2022-09-14,02:38:58,55711,52220,1266,1.0,52.36,1.0,1,0.0,0.0,MSIE,Windows,1,1,0,0,0,1,0,0,0,0,0,1
2022-11-27,13:24:23,19324,40238,1031,0.0,66.84,0.0,0,0.0,0.0,MSIE,Windows,1,0,0,1,0,0,0,1,0,0,0,1
2021-09-07,00:20:52,30407,16262,1025,1.0,1.79,0.0,1,0.0,1.0,Opera,Linux,0,1,0,0,0,0,0,1,0,0,1,1
2022-01-27,18:21:56,24017,18100,210,0.0,64.44,0.0,0,0.0,1.0,Safari,Windows,0,1,0,0,0,1,0,0,1,0,1,1
2022-06-05,15:26:18,6893,2288,899,0.0,82.46,0.0,0,1.0,1.0,Chrome,Linux,1,1,0,0,1,0,1,0,1,0,1,1
2020-06-28,04:37:46,59994,8054,126,0.0,68.11,1.0,1,0.0,1.0,MSIE,Windows,0,0,0,1,0,0,0,0,1,1,0,0
2022-08-01,19:19:58,17107,14712,162,1.0,12.87,0.0,1,0.0,1.0,Opera,Linux,0,0,0,1,0,0,1,0,1,0,0,0
2023-04-03,07:32:43,37427,15658,323,0.0,73.01,1.0,0,1.0,1.0,MSIE,Windows,0,1,0,0,0,1,0,0,0,0,0,0
2023-03-15,14:39:14,29479,14060,90,0.0,5.78,0.0,1,0.0,0.0,MSIE,Windows,0,1,0,0,0,0,0,0,0,0,0,0
2022-08-05,12:41:55,23328,8703,927,0.0,85.56,1.0,0,1.0,0.0,Opera,Linux,1,0,1,1,0,1,0,0,1,0,0,0
2020-06-23,17:48:27,63020,28667,694,1.0,79.71,0.0,1,1.0,1.0,MSIE,Windows,0,0,1,1,0,1,0,1,0,0,1,0
2022-11-16,07:47:23,59564,12933,164,0.0,65.96,0.0,1,1.0,1.0,Firefox,Linux,1,1,0,0,1,0,0,0,0,1,0,0
2023-07-31,15:15:46,20050,51762,696,0.0,36.99,1.0,1,1.0,0.0,Chrome,Linux,0,0,1,1,0,1,0,1,0,0,1,1
2022-08-26,05:46:15,22246,2824,80,0.0,93.22,0.0,1,0.0,0.0,MSIE,Windows,1,1,0,1,0,0,0,1,0,0,0,1
2020-08-01,08:42:01,40836,27110,1395,0.0,23.04,0.0,0,1.0,1.0,Firefox,Windows,0,0,0,1,0,1,0,0,0,0,0,1
2022-10-18,07:48:21,23733,30204,371,0.0,45.85,1.0,1,0.0,0.0,Chrome,macOS,1,1,0,0,1,0,1,0,0,0,0,0
2020-08-02,15:37:41,32632,10608,259,0.0,44.85,1.0,0,0.0,0.0,Chrome,Windows,1,0,1,0,0,1,0,0,0,0,0,1
2020-08-02,18:50:59,39280,13038,402,0.0,95.53,0.0,0,0.0,1.0,Firefox,macOS,1,0,0,0,0,0,1,1,0,1,0,1
2021-10-28,00:04:38,1499,64338,352,1.0,54.32,1.0,0,1.0,0.0,MSIE,Windows,0,0,1,0,1,0,1,0,1,1,0,0
2020-08-11,02:14:16,28122,62751,857,0.0,67.16,1.0,1,0.0,1.0,Opera,Windows,0,0,0,0,1,1,0,1,0,0,0,0
2023-04-28,06:36:23,16894,61551,325,1.0,2.18,1.0,1,1.0,0.0,Chrome,macOS,1,0,0,0,1,0,1,0,0,0,1,0
2020-11-23,07:24:11,14957,27496,1002,1.0,20.62,1.0,0,0.0,0.0,MSIE,Windows,0,0,1,0,0,0,1,0,0,0,0,1
2021-10-09,15:55:03,10691,51647,403,0.0,51.44,0.0,0,1.0,1.0,MSIE,Windows,0,1,0,0,1,0,0,0,0,0,0,1
2021-09-21,04:25:11,40651,35057,627,1.0,16.75,0.0,0,1.0,0.0,MSIE,Windows,0,0,0,1,0,0,0,0,1,0,0,1
2023-06-10,09:21:38,19758,59719,575,0.0,99.81,1.0,1,1.0,0.0,MSIE,Windows,1,0,0,0,0,0,0,1,0,1,0,0
2021-08-04,22:47:27,35009,36937,1247,1.0,60.75,1.0,0,1.0,0.0,Opera,Windows,1,0,1,0,1,0,1,0,1,0,1,0
2023-06-23,23:18:15,60011,54652,776,0.0,6.15,0.0,1,1.0,1.0,Firefox,macOS,1,0,1,0,0,0,0,0,0,0,1,0
2020-07-15,20:12:01,16502,4290,598,1.0,27.86,0.0,0,1.0,0.0,Opera,Linux,1,0,1,0,0,0,1,1,0,0,0,1
2023-02-26,13:43:56,41693,1128,933,1.0,77.27,0.0,0,0.0,1.0,Safari,Windows,1,1,0,0,1,0,0,1,0,1,0,0
2020-07-31,13:06:00,38631,19172,1096,0.0,32.16,0.0,0,0.0,0.0,Opera,Linux,1,0,0,0,1,0,0,1,0,0,0,0
2020-03-22,04:58:24,7032,64270,764,0.0,26.0,0.0,0,0.0,1.0,Firefox,Windows,0,1,0,0,1,0,0,1,0,0,1,1
2021-01-18,17:48:44,2566,52968,1335,1.0,75.56,0.0,1,0.0,1.0,Firefox,Android,0,1,0,0,0,1,0,0,0,0,1,0
2022-08-17,14:55:29,59016,35454,100,1.0,36.27,0.0,1,1.0,1.0,Firefox,Windows,1,1,0,1,0,0,0,0,0,0,1,0
2020-12-09,14:01:52,50084,26890,1400,1.0,56.69,1.0,0,1.0,1.0,MSIE,Windows,0,0,0,0,0,0,1,1,0,0,0,1
2020-01-21,20:07:20,33246,30305,1190,1.0,64.96,1.0,0,0.0,1.0,Opera,Windows,0,1,0,0,1,1,0,1,0,0,0,0
2023-07-13,18:52:28,17615,59164,840,0.0,7.53,0.0,0,0.0,1.0,Firefox,macOS,1,0,1,0,1,0,1,0,0,0,1,1
2023-09-24,18:30:32,56248,26432,775,0.0,66.97,1.0,0,1.0,0.0,Firefox,Linux,0,0,0,0,1,0,0,0,0,1,0,1
2023-06-03,00:24:26,10755,5446,825,1.0,79.54,0.0,0,1.0,1.0,Firefox,Windows,1,0,0,0,0,0,0,0,1,1,0,1
2020-06-27,15:27:28,27901,57028,1147,1.0,30.31,1.0,1,0.0,0.0,MSIE,Windows,0,0,1,0,0,1,0,0,0,0,1,1
2020-10-30,06:53:14,59693,38576,1169,0.0,66.81,1.0,1,1.0,1.0,Safari,Windows,1,1,0,1,0,1,0,0,0,1,0,1
2023-03-14,12:37:35,24195,18671,370,0.0,24.15,1.0,0,0.0,0.0,MSIE,Windows,0,0,0,1,0,0,1,1,0,1,0,1
2021-07-27,13:52:52,12395,11916,1146,1.0,38.64,1.0,0,0.0,1.0,MSIE,Windows,0,0,1,1,0,0,1,0,1,0,1,1
2023-08-18,13:12:09,20325,63733,781,0.0,74.26,0.0,1,1.0,0.0,Safari,iOS,0,0,1,0,0,0,1,0,0,0,1,1
2022-02-10,21:41:28,29518,34869,809,1.0,34.21,1.0,1,1.0,0.0,Firefox,Windows,1,1,0,0,0,0,0,0,0,0,0,1
2022-03-04,20:04:52,20991,9829,321,1.0,6.21,1.0,0,1.0,0.0,Chrome,Linux,0,0,0,0,0,1,0,1,0,0,0,1
2022-01-20,04:39:09,8547,27183,181,0.0,3.35,1.0,1,1.0,1.0,Firefox,Windows,0,1,0,0,0,0,0,1,0,0,0,0
2021-03-29,17:20:17,56553,64371,1326,1.0,38.2,1.0,0,1.0,0.0,Opera,Linux,1,0,0,0,0,0,0,1,0,0,1,0
2021-04-05,00:28:16,20416,26537,1498,0.0,59.55,1.0,1,1.0,0.0,Firefox,Windows,1,1,0,0,1,0,1,1,0,0,1,0
2023-07-28,08:05:30,18642,54648,471,1.0,25.0,0.0,1,0.0,0.0,Firefox,Linux,1,0,1,1,0,0,1,0,0,0,1,1
2023-09-16,11:40:04,47511,7112,1021,1.0,69.85,0.0,0,0.0,1.0,Chrome,macOS,0,1,0,1,0,0,1,0,1,1,0,0
2023-07-04,00:08:59,38402,55790,1457,0.0,15.61,0.0,0,1.0,0.0,Opera,Linux,0,1,0,0,0,0,0,0,1,0,1,0
2023-05-14,12:09:39,46417,60653,892,0.0,51.89,1.0,0,0.0,1.0,MSIE,Windows,1,0,1,1,0,0,1,0,1,0,1,1
2020-06-26,05:55:45,33178,30629,689,1.0,6.25,0.0,0,0.0,0.0,Safari,Windows,1,1,0,0,1,1,0,1,0,0,1,1
2023-02-20,10:41:52,8175,40970,661,1.0,92.09,0.0,1,0.0,1.0,Chrome,Windows,1,1,0,0,1,0,1,1,0,1,0,0
2020-09-09,16:29:07,40496,51294,1317,0.0,38.42,1.0,0,0.0,0.0,Opera,Windows,0,0,1,0,1,0,0,0,0,0,1,0
2022-05-02,03:58:17,56557,30420,799,0.0,60.29,0.0,0,1.0,0.0,MSIE,Windows,0,1,0,0,0,0,0,1,0,1,0,0
2020-09-17,13:48:20,15889,5723,1334,0.0,28.93,1.0,1,1.0,0.0,Chrome,Linux,0,0,1,1,0,1,0,0,1,1,0,0
2021-06-15,02:34:37,51918,33946,1266,1.0,23.27,0.0,0,1.0,0.0,Firefox,Android,0,1,0,0,1,0,1,1,0,1,0,1
2023-07-02,05:21:33,58332,22062,119,1.0,90.7,0.0,0,0.0,0.0,Opera,Linux,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-11,15:54:02,38980,53004,169,0.0,88.66,0.0,1,1.0,0.0,Firefox,macOS,0,0,0,0,0,0,1,0,1,1,0,0
2023-01-04,03:45:38,60929,32013,1226,0.0,19.81,0.0,0,1.0,1.0,Opera,Windows,1,0,1,0,1,0,1,0,1,0,0,0
2023-07-06,11:10:17,47280,55022,155,1.0,10.27,0.0,1,0.0,1.0,Safari,iOS,0,0,1,0,1,0,0,0,0,0,1,0
2020-12-10,21:40:57,64975,16968,548,0.0,6.5,1.0,1,0.0,1.0,Safari,iOS,1,0,0,0,1,1,0,0,1,0,1,0
2022-10-14,18:34:54,39026,19266,1132,0.0,83.98,1.0,0,0.0,0.0,Chrome,Linux,0,0,0,0,0,0,1,1,0,0,1,0
2020-09-28,16:23:36,46359,47107,1263,0.0,86.45,0.0,1,0.0,1.0,Chrome,Linux,1,1,0,1,0,1,0,0,0,0,0,0
2022-05-31,10:11:27,20064,48052,436,1.0,23.86,0.0,1,1.0,1.0,Chrome,Linux,1,1,0,0,0,0,0,0,1,0,0,1
2023-01-05,12:00:36,54776,46177,1011,1.0,92.26,1.0,0,0.0,1.0,Safari,iOS,0,0,0,0,0,0,0,0,0,1,0,0
2022-03-11,02:51:36,54563,49126,944,0.0,42.46,1.0,1,1.0,1.0,Safari,iOS,1,0,0,0,1,0,0,0,0,0,1,0
2023-02-02,10:43:28,32800,9790,660,1.0,40.13,1.0,1,1.0,1.0,Safari,Windows,0,0,0,0,0,0,1,0,0,0,0,0
2022-08-25,23:03:48,14143,52097,1421,1.0,23.45,1.0,0,1.0,0.0,Safari,Windows,1,0,0,0,1,0,0,1,0,0,0,1
2022-05-30,00:12:53,12854,58955,272,0.0,15.61,1.0,0,1.0,1.0,Opera,Linux,0,0,1,0,1,0,0,0,0,0,1,0
2023-05-22,21:38:20,3314,63623,551,0.0,19.48,0.0,0,1.0,1.0,Opera,Windows,0,0,1,0,0,1,0,0,1,0,0,1
2022-11-22,23:24:16,59684,6938,763,1.0,80.91,1.0,1,1.0,1.0,MSIE,Windows,0,0,1,0,0,1,0,0,1,0,1,0
2021-12-19,12:56:46,55673,8240,1499,1.0,34.3,0.0,0,0.0,1.0,Chrome,Linux,1,1,0,0,0,0,1,0,1,0,0,0
2020-06-25,09:20:54,42057,62602,668,1.0,22.07,1.0,0,0.0,1.0,Chrome,Linux,1,0,1,0,1,0,0,1,0,0,0,1
2021-10-17,23:21:55,50296,5039,1311,1.0,98.36,0.0,1,0.0,0.0,Opera,Linux,1,0,0,1,0,0,0,0,0,0,0,0
2023-03-16,05:00:19,14734,30579,177,1.0,47.19,0.0,1,1.0,0.0,Opera,Windows,1,1,0,1,0,0,0,0,0,1,0,0
2020-03-06,19:11:26,13757,18352,1384,0.0,2.32,0.0,1,0.0,0.0,Safari,Windows,0,1,0,0,0,1,0,0,0,0,0,0
2023-04-07,09:17:54,44653,42910,203,1.0,35.56,1.0,1,0.0,1.0,Chrome,Linux,0,0,1,1,0,1,0,1,0,1,0,0
2021-07-11,14:26:05,20935,28268,962,0.0,23.33,0.0,0,0.0,0.0,Chrome,macOS,0,1,0,0,1,1,0,0,1,1,0,1
2022-05-22,00:30:23,30515,5154,171,0.0,56.69,0.0,0,0.0,1.0,Safari,Windows,1,0,0,0,0,1,0,0,1,0,0,0
2022-02-20,20:32:24,47607,38533,1478,0.0,74.81,0.0,0,0.0,1.0,MSIE,Windows,0,0,0,1,0,0,1,0,1,0,1,0
2022-05-01,02:31:23,30003,45103,763,0.0,14.44,0.0,0,1.0,0.0,Chrome,Windows,1,1,0,0,1,0,0,0,0,0,1,1
2023-04-23,20:17:46,54827,39579,644,1.0,92.99,1.0,1,1.0,0.0,Safari,iOS,1,1,0,1,0,0,1,1,0,0,0,1
2022-06-03,22:32:00,6307,8071,1282,0.0,45.09,0.0,0,0.0,0.0,Opera,Windows,1,1,0,0,1,1,0,1,0,0,0,1
2022-07-09,12:42:26,61218,57792,589,0.0,94.0,1.0,1,1.0,1.0,Safari,macOS,1,1,0,0,0,0,1,1,0,0,0,1
2022-08-20,10:11:00,45969,25647,144,1.0,76.85,1.0,0,0.0,1.0,Chrome,Linux,1,1,0,0,1,1,0,1,0,0,1,1
2020-10-23,19:31:04,64596,53574,910,0.0,66.6,0.0,0,1.0,0.0,Safari,Windows,0,0,1,1,0,0,0,0,0,1,0,0
2023-08-13,03:34:38,35810,5216,1103,1.0,70.81,1.0,0,1.0,1.0,Safari,Windows,1,1,0,0,0,0,0,0,0,0,0,1
2022-11-15,11:00:16,31909,21522,204,1.0,66.81,0.0,1,1.0,1.0,Chrome,macOS,0,0,0,1,0,0,0,0,1,0,0,0
2022-12-13,23:29:35,10102,49371,798,0.0,79.99,1.0,0,0.0,0.0,Chrome,Linux,0,0,1,1,0,0,0,0,1,0,1,1
2020-01-17,14:39:40,9182,61619,430,1.0,43.47,0.0,0,1.0,1.0,MSIE,Windows,0,1,0,0,0,0,1,0,0,0,1,1
2023-01-25,20:06:32,34545,56418,594,0.0,99.47,0.0,1,1.0,1.0,Safari,iOS,1,1,0,0,0,0,1,0,1,0,0,1
2021-09-27,06:31:41,40157,42699,441,0.0,55.85,1.0,1,0.0,0.0,Opera,Windows,0,0,1,0,0,1,0,1,0,1,0,1
2020-05-05,16:18:50,10944,43838,529,1.0,25.73,1.0,1,0.0,0.0,Firefox,macOS,1,0,1,0,0,0,1,0,1,0,1,0
